Sample ID,Commod,Pesticide Code,Pesticide Name,Test Class,Concentration,LOD,pp_,Confirm 1,Confirm 2,Annotate,Quantitate,Mean,Extract,Determ,EPA Tolerance (ppm),,,States,Concentration,Pesticide Data Table in 2018,,,
FL1810220066SZWA1P,SZ,666,Carbendazim (MBC),B,0.0016,0.001,M,LU,,,,O,805,64,7,,,FL,0.0016,,,,
FL1810220066SZWA1P,SZ,B61,Pyraclostrobin,F,0.0036,0.0033,M,LU,,,,O,805,64,1.2,,,FL,0.0036,,,,
FL1810220066SZWA1P,SZ,245,Oxydemeton methyl sulfone,C,0.0031,0.002,M,LU,,,,O,805,64,2,,,FL,0.0031,,,,
FL1810220066SZWA1P,SZ,930,Bifenthrin,O,0.0022,0.002,M,GT,,,,O,805,35,3,,,FL,0.0022,,,,
FL1810220097SZWA1P,SZ,AGW,Chlorantraniliprole,I,0.019,0.01,M,LU,,,,O,805,64,1,,,FL,0.019,,,,
FL1810220097SZWA1P,SZ,B80,Acetamiprid,A,0.0085,0.0015,M,LU,,,,O,805,64,0.6,,,FL,0.0085,,,,
FL1810220097SZWA1P,SZ,B52,Buprofezin,F,0.0016,0.001,M,LU,,,,O,805,64,2.5,,,FL,0.0016,,,,
FL1810220097SZWA1P,SZ,B10,Hexythiazox,A,0.0021,0.002,M,LU,,,,O,805,64,6,,,FL,0.0021,,,,
FL1810220097SZWA1P,SZ,52,Malathion,C,0.0021,0.002,M,LU,,,,O,805,64,8,,,FL,0.0021,,,,
FL1810220097SZWA1P,SZ,AFS,Fenpyroximate,F,0.0063,0.005,M,LU,,,,O,805,64,1,,,FL,0.0063,,,,
FL1810220097SZWA1P,SZ,666,Carbendazim (MBC),B,0.0061,0.001,M,LU,,,,O,805,64,7,,,FL,0.0061,,,,
FL1810220097SZWA1P,SZ,B75,Boscalid,A,0.006,0.0033,M,LU,,,,O,805,64,4.5,,,FL,0.006,,,,
FL1810010087SFTX1P,SF,AHS,Flubendiamide,I,0.47,0.02,M,LU,,,,O,805,52,11,,,FL,0.47,,,,
FL1810220009SZWA1P,SZ,B75,Boscalid,A,0.0053,0.0033,M,LU,,,,O,805,64,4.5,,,FL,0.0053,,,,
FL1810220052SZWA1P,SZ,624,Tetrahydrophthalimide (THPI),A,0.015,0.01,M,GT,,,,O,805,35,20,,,FL,0.015,,,,
FL1810220055SZWA1P,SZ,B22,Cyprodinil,V,0.052,0.005,M,LU,,,,O,805,64,5,,,FL,0.052,,,,
FL1810220066SZWA1P,SZ,52,Malathion,C,0.0071,0.002,M,LU,,,,O,805,64,8,,,FL,0.0071,,,,
FL1810220097SZWA1P,SZ,B43,Thiamethoxam,A,0.0036,0.0033,M,LU,,,,O,805,64,0.3,,,FL,0.0036,,,,
FL1810150068SNOH1P,SN,B75,Boscalid,A,0.0603,0.01,M,LU,,,,O,805,52,5,,,FL,0.0603,,,,
FL1810150068SNOH1P,SN,612,Deltamethrin  (includes parent Tralomethrin),O,0.01,0.006,M,GT,,Q,,O,805,35,0.05,,,FL,0.01,,,,
FL1810220040RANY1P,RA,70,Piperonyl butoxide,I,0.012,0.0015,M,GT,,,,O,805,35,10,,,FL,0.012,,,,
FL1810220040RANY1P,RA,AFM,Flutriafol,L,0.065,0.001,M,HR,,,,O,805,80,2.4,,,FL,0.065,,,,
FL1810220066PSTX1P,PS,B48,Azoxystrobin,F,0.0051,0.001,M,LU,,,,O,805,52,0.5,,,FL,0.0051,,,,
FL1810220040RANY1P,RA,A58,Tebuconazole,L,0.021,0.001,M,HR,,,,O,805,80,5,,,FL,0.021,,,,
MD1810100001CLNY1,CL,930,Bifenthrin,O,0.015,0.001,M,GT,,,,O,805,35,6,,,MD,0.015,,,,
MD1810100052CLNY1,CL,597,Cypermethrin,O,0.49,0.022,M,GT,,,,O,805,35,10,,,MD,0.49,,,,
MD1810100001CLNY1,CL,134,DCPA,A,0.076,0.001,M,GT,,,,O,805,35,5,,,MD,0.076,,,,
MD1810100001CLNY1,CL,597,Cypermethrin,O,0.74,0.022,M,GT,,,,O,805,35,10,,,MD,0.74,,,,
MD1810100001CLNY1,CL,910,"DDE p,p'",A,0.0017,0.001,M,GT,,Q,,O,805,35,NT,,,MD,0.0017,,,,
MD1810100001CLNY1,CL,129,Linuron,A,0.025,0.005,M,HR,,,,O,805,80,3,,,MD,0.025,,,,
MD1810100052CLNY1,CL,B61,Pyraclostrobin,F,0.37,0.001,M,HR,,,,O,805,80,40,,,MD,0.37,,,,
MD1810100052CLNY1,CL,A58,Tebuconazole,L,0.27,0.003,M,HR,,V,,O,805,80,NT,,,MD,0.27,,,,
MD1810100052CLNY1,CL,351,Pentachloroaniline (PCA),A,0.0017,0.001,M,GT,,QV,,O,805,35,NT,,,MD,0.0017,,,,
MD1810100052CLNY1,CL,607,Metalaxyl/Mefenoxam,F,0.002,0.0012,M,GT,,Q,,O,805,35,5,,,MD,0.002,,,,
MD1810100052CLNY1,CL,967,Imidacloprid,A,0.02,0.001,M,HR,,,,O,805,80,8,,,MD,0.02,,,,
MD1810100052CLNY1,CL,AEL,"Cyhalothrin, Total (Cyhalothrin-L + R157836 epimer)",O,0.06,0.003,M,GT,,X,,O,805,35,0.01,,,MD,0.06,,,,
MD1810100001GKOH1,GK,AMB,Cyantraniliprole,I,0.0421,0.01,M,LU,,,,O,805,52,30,,,MD,0.0421,,,,
MD1810100001GKOH1,GK,B48,Azoxystrobin,F,2.3306,0.002,M,LU,,,,O,805,52,25,,,MD,2.3306,,,,
MD1810100001GKOH1,GK,134,DCPA,A,0.0017,0.001,M,GT,,Q,,O,805,35,5,,,MD,0.0017,,,,
MD1810100001GKOH1,GK,AKD,Penthiopyrad,A,0.0033,0.002,M,LU,,Q,,O,805,52,50,,,MD,0.0033,,,,
MD1810100021GKOH1,GK,134,DCPA,A,0.0017,0.001,M,GT,,Q,,O,805,35,5,,,MD,0.0017,,,,
MD1810100021GKOH1,GK,AKD,Penthiopyrad,A,0.0033,0.002,M,LU,,Q,,O,805,52,50,,,MD,0.0033,,,,
MD1810100021GKOH1,GK,AGA,Cyazofamid,A,0.0194,0.005,M,LU,,,,O,805,52,12,,,MD,0.0194,,,,
MD1810100021GKOH1,GK,AKC,Ametoctradin,F,0.0181,0.002,M,LU,,,,O,805,52,50,,,MD,0.0181,,,,
MD1810100021GKOH1,GK,781,Cyfluthrin,O,0.1436,0.008,M,GT,,,,O,805,35,7,,,MD,0.1436,,,,
MD1810100021GKOH1,GK,AMB,Cyantraniliprole,I,0.062,0.01,M,LU,,,,O,805,52,30,,,MD,0.062,,,,
MD1810100033GKOH1,GK,781,Cyfluthrin,O,0.1472,0.008,M,GT,,,,O,805,35,7,,,MD,0.1472,,,,
MD1810100001GKOH1,GK,781,Cyfluthrin,O,0.0556,0.008,M,GT,,,,O,805,35,7,,,MD,0.0556,,,,
MD1810100021GKOH1,GK,B48,Azoxystrobin,F,9.7514,0.002,M,LU,,,,O,805,52,25,,,MD,9.7514,,,,
MD1810100033GKOH1,GK,597,Cypermethrin,O,0.3265,0.04,M,GT,,,,O,805,35,14,,,MD,0.3265,,,,
MD1810100052GKOH1P,GK,AEM,"Cyhalothrin, Lambda",O,0.0175,0.002,M,GT,,,,O,805,35,0.01,,,MD,0.0175,,,,
MD1810240005RANY1P,RA,AKG,Fluopyram,A,0.069,0.001,M,HR,,,,O,805,80,3,,,MD,0.069,,,,
MD1810240005RANY1P,RA,B75,Boscalid,A,0.037,0.001,M,GT,,,,O,805,35,8.5,,,MD,0.037,,,,
MD1810240005RANY1P,RA,B52,Buprofezin,F,0.0017,0.001,M,HR,,Q,,O,805,80,2.5,,,MD,0.0017,,,,
MD1810240005RANY1P,RA,930,Bifenthrin,O,0.0017,0.001,M,GT,,Q,,O,805,35,0.2,,,MD,0.0017,,,,
MD1810240005RANY1P,RA,AHS,Flubendiamide,I,0.003,0.001,M,HR,,,,O,805,80,1.4,,,MD,0.003,,,,
MD1810240005RANY1P,RA,B61,Pyraclostrobin,F,0.011,0.001,M,HR,,,,O,805,80,7,,,MD,0.011,,,,
MD1810240005RANY1P,RA,A58,Tebuconazole,L,0.008,0.001,M,HR,,,,O,805,80,5,,,MD,0.008,,,,
MD1810240005RANY1P,RA,ANE,Flupyradifurone,I,0.007,0.003,M,HR,,,,O,805,80,5,,,MD,0.007,,,,
MD1810240005RANY1P,RA,AHM,Spirotetramat,I,0.007,0.0015,M,HR,,,,O,805,80,3,,,MD,0.007,,,,
MD1810240005RANY1P,RA,AFS,Fenpyroximate,F,0.006,0.003,M,HR,,,,O,805,80,1,,,MD,0.006,,,,
MD1810240005RANY1P,RA,679,Myclobutanil,L,0.004,0.001,M,HR,,,,O,805,80,10,,,MD,0.004,,,,
MD1810240005RANY1P,RA,AES,Methoxyfenozide,I,0.095,0.001,M,HR,,,,O,805,80,1.5,,,MD,0.095,,,,
MD1810240033RANY1P,RA,930,Bifenthrin,O,0.0017,0.001,M,GT,,Q,,O,805,35,0.2,,,MD,0.0017,,,,
MD1810240033RANY1P,RA,679,Myclobutanil,L,0.0017,0.001,M,HR,,Q,,O,805,80,10,,,MD,0.0017,,,,
MD1810240033RANY1P,RA,AFM,Flutriafol,L,0.004,0.001,M,HR,,,,O,805,80,2.4,,,MD,0.004,,,,
MD1810240033RANY1P,RA,AES,Methoxyfenozide,I,0.009,0.001,M,HR,,,,O,805,80,1.5,,,MD,0.009,,,,
MD1810240033RANY1P,RA,967,Imidacloprid,A,0.009,0.001,M,HR,,,,O,805,80,1.5,,,MD,0.009,,,,
MD1810240033RANY1P,RA,AFS,Fenpyroximate,F,0.006,0.003,M,HR,,,,O,805,80,1,,,MD,0.006,,,,
MD1810240033RANY1P,RA,B77,Dimethomorph,W,0.004,0.001,M,HR,,,,O,805,80,7,,,MD,0.004,,,,
MD1810240033RANY1P,RA,AKG,Fluopyram,A,0.023,0.001,M,HR,,,,O,805,80,3,,,MD,0.023,,,,
MD1810240033RANY1P,RA,AGW,Chlorantraniliprole,I,0.0167,0.0015,M,HR,,,,O,805,80,5,,,MD,0.0167,,,,
MD1810240033RANY1P,RA,AHM,Spirotetramat,I,0.015,0.0015,M,HR,,,,O,805,80,3,,,MD,0.015,,,,
MD1810240033RANY1P,RA,B79,Trifloxystrobin,F,0.011,0.001,M,HR,,,,O,805,80,5,,,MD,0.011,,,,
MD1810240033RANY1P,RA,B61,Pyraclostrobin,F,0.081,0.001,M,HR,,,,O,805,80,7,,,MD,0.081,,,,
MD1810240033RANY1P,RA,B75,Boscalid,A,0.12,0.001,M,GT,,,,O,805,35,8.5,,,MD,0.12,,,,
MD1810240033RANY1P,RA,AKW,Fluxapyroxad,A,0.11,0.001,M,HR,,,,O,805,80,5.7,,,MD,0.11,,,,
MD1810240051RANY1P,RA,967,Imidacloprid,A,0.023,0.001,M,HR,,,,O,805,80,1.5,,,MD,0.023,,,,
MD1810240051RANY1P,RA,AES,Methoxyfenozide,I,0.27,0.001,M,HR,,,,O,805,80,1.5,,,MD,0.27,,,,
MD1810240051RANY1P,RA,B75,Boscalid,A,0.0017,0.001,M,GT,,Q,,O,805,35,8.5,,,MD,0.0017,,,,
MD1810240051RANY1P,RA,930,Bifenthrin,O,0.0017,0.001,M,GT,,Q,,O,805,35,0.2,,,MD,0.0017,,,,
MD1810240051RANY1P,RA,AHM,Spirotetramat,I,0.0025,0.0015,M,HR,,Q,,O,805,80,3,,,MD,0.0025,,,,
MD1810240051RANY1P,RA,AFM,Flutriafol,L,0.006,0.001,M,HR,,,,O,805,80,2.4,,,MD,0.006,,,,
MD1810240057RANY1P,RA,AHM,Spirotetramat,I,0.033,0.0015,M,HR,,,,O,805,80,3,,,MD,0.033,,,,
MD1810240057RANY1P,RA,ANE,Flupyradifurone,I,0.15,0.003,M,HR,,,,O,805,80,5,,,MD,0.15,,,,
MD1810240057RANY1P,RA,B52,Buprofezin,F,0.0017,0.001,M,HR,,Q,,O,805,80,2.5,,,MD,0.0017,,,,
MD1810240057RANY1P,RA,930,Bifenthrin,O,0.0017,0.001,M,GT,,Q,,O,805,35,0.2,,,MD,0.0017,,,,
MD1810240057RANY1P,RA,713,Oxyfluorfen,A,0.0017,0.001,M,GT,,Q,,O,805,35,0.05,,,MD,0.0017,,,,
MD1810240057RANY1P,RA,160,Chlorpyrifos,C,0.0017,0.001,M,GT,,Q,,O,805,35,0.01,,,MD,0.0017,,,,
MD1810240057RANY1P,RA,B57,Quinoxyfen,I,0.002,0.0012,M,GT,,Q,,O,805,35,2,,,MD,0.002,,,,
MD1810240057RANY1P,RA,AFM,Flutriafol,L,0.007,0.001,M,HR,,,,O,805,80,2.4,,,MD,0.007,,,,
MD1810240057RANY1P,RA,A58,Tebuconazole,L,0.007,0.001,M,HR,,,,O,805,80,5,,,MD,0.007,,,,
MD1810240057RANY1P,RA,679,Myclobutanil,L,0.004,0.001,M,HR,,,,O,805,80,10,,,MD,0.004,,,,
MD1810240057RANY1P,RA,AES,Methoxyfenozide,I,0.023,0.001,M,HR,,,,O,805,80,1.5,,,MD,0.023,,,,
MD1810240057RANY1P,RA,B61,Pyraclostrobin,F,0.022,0.001,M,HR,,,,O,805,80,7,,,MD,0.022,,,,
MD1810240057RANY1P,RA,967,Imidacloprid,A,0.022,0.001,M,HR,,,,O,805,80,1.5,,,MD,0.022,,,,
MD1810240057RANY1P,RA,B75,Boscalid,A,0.074,0.001,M,GT,,,,O,805,35,8.5,,,MD,0.074,,,,
MD1810030047RICA1P,RI,264,Propiconazole,L,0.0025,0.0013,M,GT,,,,O,805,35,7,,,MD,0.0025,,,,
MD1810030049RICA1P,RI,58,MGK-264,F,0.0061,0.0013,M,GT,,,,O,805,35,5,,,MD,0.0061,,,,
MD1810030042SFTX1P,SF,B48,Azoxystrobin,F,0.47,0.001,M,LU,,,,O,805,52,30,,,MD,0.47,,,,
MD1810030042SFTX1P,SF,AFM,Flutriafol,L,0.27,0.002,M,LU,,,,O,805,52,10,,,MD,0.27,,,,
MD1810030042SFTX1P,SF,AES,Methoxyfenozide,I,0.023,0.002,M,LU,,,,O,805,52,30,,,MD,0.023,,,,
MD1810030042SFTX1P,SF,967,Imidacloprid,A,0.084,0.005,M,LU,,,,O,805,52,3.5,,,MD,0.084,,,,
MD1810030042SFTX1P,SF,597,Cypermethrin,O,1.4,0.05,M,GT,,,,O,805,35,10,,,MD,1.4,,,,
MD1810030042SFTX1P,SF,781,Cyfluthrin,O,0.84,0.05,M,GT,,,,O,805,35,6,,,MD,0.84,,,,
MD1810030047SFTX1P,SF,597,Cypermethrin,O,1.6,0.05,M,GT,,,,O,805,35,10,,,MD,1.6,,,,
MD1810030047SFTX1P,SF,AFM,Flutriafol,L,0.83,0.002,M,LU,,,,O,805,52,10,,,MD,0.83,,,,
MD1810030047SFTX1P,SF,AGW,Chlorantraniliprole,I,0.15,0.005,M,LU,,,,O,805,52,13,,,MD,0.15,,,,
MD1810240005RANY1P,RA,967,Imidacloprid,A,0.081,0.001,M,HR,,,,O,805,80,1.5,,,MD,0.081,,,,
MD1810240033RANY1P,RA,AKC,Ametoctradin,F,0.0017,0.001,M,HR,,Q,,O,805,80,8,,,MD,0.0017,,,,
MD1810240051RANY1P,RA,A58,Tebuconazole,L,0.012,0.001,M,HR,,,,O,805,80,5,,,MD,0.012,,,,
MD1810240057RANY1P,RA,AKG,Fluopyram,A,0.06,0.001,M,HR,,,,O,805,80,3,,,MD,0.06,,,,
MD1810030042RICA1P,RI,70,Piperonyl butoxide,I,0.0026,0.0025,M,GT,,,,O,805,35,20,,,MD,0.0026,,,,
MD1810030047RICA1P,RI,58,MGK-264,F,0.0017,0.0013,M,GT,,,,O,805,35,5,,,MD,0.0017,,,,
MD1810030049RICA1P,RI,264,Propiconazole,L,0.0018,0.0013,M,GT,,,,O,805,35,7,,,MD,0.0018,,,,
MD1810030042SFTX1P,SF,AGW,Chlorantraniliprole,I,0.51,0.005,M,LU,,,,O,805,52,13,,,MD,0.51,,,,
MD1810030047SFTX1P,SF,B48,Azoxystrobin,F,1.7,0.001,M,LU,,,,O,805,52,30,,,MD,1.7,,,,
MD1810170039SNOH1,SN,930,Bifenthrin,O,0.0316,0.001,M,GT,,,,O,805,35,0.6,,,MD,0.0316,,,,
MD1810170039SNOH1,SN,B80,Acetamiprid,A,0.0166,0.01,M,LU,,Q,,O,805,52,0.6,,,MD,0.0166,,,,
MD1810240051SZWA1P,SZ,AGG,Flonicamid,A,0.049,0.006,M,LU,,,,O,805,64,1.5,,,MD,0.049,,,,
MD1810240051SZWA1P,SZ,624,Tetrahydrophthalimide (THPI),A,0.24,0.01,M,GT,,,,O,805,35,20,,,MD,0.24,,,,
MD1810240051SZWA1P,SZ,AFX,Novaluron,A,0.015,0.0086,M,LU,,,,O,805,64,0.45,,,MD,0.015,,,,
MD1810240051SZWA1P,SZ,930,Bifenthrin,O,0.014,0.002,M,GT,,,,O,805,35,3,,,MD,0.014,,,,
MD1810240051SZWA1P,SZ,AKG,Fluopyram,A,0.0099,0.005,M,LU,,,,O,805,64,2,,,MD,0.0099,,,,
MD1810240051SZWA1P,SZ,B79,Trifloxystrobin,F,0.005,0.0015,M,LU,,,,O,805,64,1.5,,,MD,0.005,,,,
MD1810240051SZWA1P,SZ,B41,Fenhexamid,I,0.031,0.013,M,LU,,,,O,805,64,3,,,MD,0.031,,,,
MD1810240051SZWA1P,SZ,264,Propiconazole,L,0.03,0.01,M,LU,,,,O,805,64,1.3,,,MD,0.03,,,,
MD1810240005WFCA1P,WF,70,Piperonyl butoxide,I,0.1,0.0025,M,GT,,,,O,805,35,20,,,MD,0.1,,,,
MD1810240033WFCA1P,WF,52,Malathion,C,0.0039,0.0025,M,LU,,,,O,805,52,8,,,MD,0.0039,,,,
MD1810240051WFCA1P,WF,70,Piperonyl butoxide,I,0.094,0.0025,M,GT,,,,O,805,35,20,,,MD,0.094,,,,
MD1810240051SZWA1P,SZ,B80,Acetamiprid,A,0.015,0.0015,M,LU,,,,O,805,64,0.6,,,MD,0.015,,,,
MD1810240005WFCA1P,WF,612,Deltamethrin  (includes parent Tralomethrin),O,0.005,0.0012,M,GT,,,,O,805,35,1,,,MD,0.005,,,,
MD1810240033WFCA1P,WF,70,Piperonyl butoxide,I,0.0083,0.0025,M,GT,,,,O,805,35,20,,,MD,0.0083,,,,
MD1810240051WFCA1P,WF,612,Deltamethrin  (includes parent Tralomethrin),O,0.0041,0.0012,M,GT,,,,O,805,35,1,,,MD,0.0041,,,,
MD1810240057WFCA1P,WF,52,Malathion,C,0.012,0.0025,M,LU,,,,O,805,52,8,,,MD,0.012,,,,
MD1810170033GOFL1,GO,B75,Boscalid,A,0.059,0.01,M,LU,,,,O,805,52,5,,,MD,0.059,,,,
MD1810170033GOFL1,GO,B61,Pyraclostrobin,F,0.026,0.0025,M,LU,,,,O,805,52,0.9,,,MD,0.026,,,,
MD1810170036GOFL1,GO,AGX,Mandipropamid,N,0.04,0.005,M,LU,,,,O,805,52,4,,,MD,0.04,,,,
MD1810170021KWMI1,KW,B23,Fludioxonil,A,2.1,0.065,M,LU,,,,O,805,64,20,,,MD,2.1,,,,
MD1810170036KWMI1,KW,626,Iprodione,A,0.031,0.025,M,GT,,,,O,805,35,10,,,MD,0.031,,,,
MD1810170036KWMI1,KW,B41,Fenhexamid,I,0.086,0.015,M,LU,,,P,O,805,52,15,,,MD,0.086,,,,
MD1810170036KWMI1,KW,B23,Fludioxonil,A,0.72,0.065,M,LU,,,,O,805,64,20,,,MD,0.72,,,,
MD1810170039KWMI1,KW,B41,Fenhexamid,I,1.1,0.015,M,LU,,,P,O,805,52,15,,,MD,1.1,,,,
MD1810170021KWMI1,KW,B41,Fenhexamid,I,0.14,0.015,M,LU,,,P,O,805,52,15,,,MD,0.14,,,,
MD1810170036KWMI1,KW,B85,Spirodiclofen,I,0.013,0.01,M,LU,,V,,O,805,64,NT,,,MD,0.013,,,,
MD1810170039KWMI1,KW,626,Iprodione,A,0.054,0.025,M,GT,,,,O,805,35,10,,,MD,0.054,,,,
MD1810170021SNOH1,SN,624,Tetrahydrophthalimide (THPI),A,0.0393,0.007,M,GT,,,,O,805,35,0.05,,,MD,0.0393,,,,
MD1810100051CLNY1,CL,129,Linuron,A,0.018,0.005,M,HR,,,,O,805,80,3,,,MD,0.018,,,,
MD1810170021GOFL1,GO,AGW,Chlorantraniliprole,I,0.12,0.02,M,LU,,,,O,805,52,3,,,MD,0.12,,,,
MD1810170039GOFL1,GO,AES,Methoxyfenozide,I,0.054,0.01,M,LU,,,,O,805,52,5,,,MD,0.054,,,,
MD1810170021GOFL1,GO,B48,Azoxystrobin,F,0.11,0.002,M,LU,,,,O,805,52,7.5,,,MD,0.11,,,,
MD1810240005SZWA1P,SZ,930,Bifenthrin,O,0.024,0.002,M,GT,,,,O,805,35,3,,,MD,0.024,,,,
MD1810240005SZWA1P,SZ,B16,Pyrimethanil,V,0.22,0.05,M,LU,,,,O,805,64,3,,,MD,0.22,,,,
MD1810240005SZWA1P,SZ,B61,Pyraclostrobin,F,0.0033,0.0033,M,LU,,,,O,805,64,1.2,,,MD,0.0033,,,,
MD1810240005SZWA1P,SZ,157,Thiabendazole,B,0.0026,0.002,M,LU,,,,O,805,64,5,,,MD,0.0026,,,,
MD1810240005SZWA1P,SZ,B80,Acetamiprid,A,0.0068,0.0015,M,LU,,,,O,805,64,0.6,,,MD,0.0068,,,,
MD1810240005SZWA1P,SZ,B48,Azoxystrobin,F,0.0052,0.0015,M,LU,,,,O,805,64,10,,,MD,0.0052,,,,
MD1810240005SZWA1P,SZ,B75,Boscalid,A,0.0041,0.0033,M,LU,,,,O,805,64,4.5,,,MD,0.0041,,,,
MD1810240005SZWA1P,SZ,52,Malathion,C,0.004,0.002,M,LU,,,,O,805,64,8,,,MD,0.004,,,,
MD1810240005SZWA1P,SZ,624,Tetrahydrophthalimide (THPI),A,0.018,0.01,M,GT,,,,O,805,35,20,,,MD,0.018,,,,
MD1810240005SZWA1P,SZ,AGT,Spiromesifen,I,0.017,0.01,M,LU,,,,O,805,64,2,,,MD,0.017,,,,
MD1810240005SZWA1P,SZ,B43,Thiamethoxam,A,0.015,0.0033,M,LU,,,,O,805,64,0.3,,,MD,0.015,,,,
MD1810240005SZWA1P,SZ,666,Carbendazim (MBC),B,0.015,0.001,M,LU,,,,O,805,64,7,,,MD,0.015,,,,
MD1810240005SZWA1P,SZ,219,Oxydemeton methyl,C,0.0094,0.002,M,LU,,,,O,805,64,2,,,MD,0.0094,,,,
MD1810240005SZWA1P,SZ,AFS,Fenpyroximate,F,0.026,0.005,M,LU,,,,O,805,64,1,,,MD,0.026,,,,
MD1810240033SZWA1P,SZ,B79,Trifloxystrobin,F,0.016,0.0015,M,LU,,,,O,805,64,1.5,,,MD,0.016,,,,
MD1810240057SZWA1P,SZ,AGY,Spinetoram,I,0.0075,0.0033,M,LU,,,,O,805,64,0.9,,,MD,0.0075,,,,
MD1810240057SZWA1P,SZ,B79,Trifloxystrobin,F,0.0073,0.0015,M,LU,,,,O,805,64,1.5,,,MD,0.0073,,,,
MD1810240057SZWA1P,SZ,679,Myclobutanil,L,0.0048,0.0033,M,LU,,,,O,805,64,0.5,,,MD,0.0048,,,,
MD1810030054RICA1P,RI,612,Deltamethrin  (includes parent Tralomethrin),O,0.022,0.0013,M,GT,,,,O,805,35,1,,,MD,0.022,,,,
MD1810030054RICA1P,RI,70,Piperonyl butoxide,I,0.35,0.0025,M,GT,,,,O,805,35,20,,,MD,0.35,,,,
MD1810030054RICA1P,RI,B58,Difenoconazole,L,0.0013,0.0013,M,GT,,,,O,805,35,7,,,MD,0.0013,,,,
MD1810030054RICA1P,RI,A58,Tebuconazole,L,0.0035,0.0025,M,GT,,V,,O,805,35,NT,,,MD,0.0035,,,,
MD1810170033SNOH1,SN,B75,Boscalid,A,0.0166,0.01,M,LU,,Q,,O,805,52,5,,,MD,0.0166,,,,
MD1810170036SNOH1,SN,B48,Azoxystrobin,F,0.0407,0.002,M,LU,,,,O,805,52,3,,,MD,0.0407,,,,
MI1810160038CGFL1,CG,B61,Pyraclostrobin,F,0.11,0.0025,M,LU,,,,O,805,52,5,,,MI,0.11,,,,
MI1810160038CGFL1,CG,597,Cypermethrin,O,0.094,0.01,M,GT,,,,O,805,35,2,,,MI,0.094,,,,
MI1810160038CGFL1,CG,781,Cyfluthrin,O,0.01,0.005,M,GT,,,,O,805,35,2.5,,,MI,0.01,,,,
MI1810020053CCMI1,CC,679,Myclobutanil,L,0.0024,0.001,M,LU,,,,O,805,52,2,,,MI,0.0024,,,,
MI1810160038CGFL1,CG,AKD,Penthiopyrad,A,0.025,0.01,M,LU,,,,O,805,52,5,,,MI,0.025,,,,
MI1810160050CGFL1,CG,B43,Thiamethoxam,A,0.011,0.01,M,LU,,,,O,805,52,4.5,,,MI,0.011,,,,
MI1810160053CGFL1,CG,539,Permethrin Total,O,0.03,0.005,M,GT,,,,O,805,35,6,,,MI,0.03,,,,
MI1810090007CLNY1,CL,134,DCPA,A,0.0017,0.001,M,GT,,Q,,O,805,35,5,,,MI,0.0017,,,,
MI1810090035CLNY1,CL,540,Pronamide,A,0.0017,0.001,M,GT,,QV,,O,805,35,NT,,,MI,0.0017,,,,
MI1810090047CLNY1,CL,910,"DDE p,p'",A,0.0034,0.001,M,GT,,,,O,805,35,NT,,,MI,0.0034,,,,
MI1810090056CLNY1,CL,129,Linuron,A,0.005,0.005,M,HR,,,,O,805,80,3,,,MI,0.005,,,,
MI1810090095CLNY1,CL,540,Pronamide,A,0.0017,0.001,M,GT,,QV,,O,805,35,NT,,,MI,0.0017,,,,
MI1810090106CLNY1,CL,540,Pronamide,A,0.0017,0.001,M,GT,,QV,,O,805,35,NT,,,MI,0.0017,,,,
MI1810090007CLNY1,CL,AGW,Chlorantraniliprole,I,0.0093,0.0015,M,HR,,,,O,805,80,25,,,MI,0.0093,,,,
MI1810090007CLNY1,CL,B75,Boscalid,A,0.0054,0.001,M,GT,,,,O,805,35,150,,,MI,0.0054,,,,
MI1810090007CLNY1,CL,930,Bifenthrin,O,0.0017,0.001,M,GT,,Q,,O,805,35,6,,,MI,0.0017,,,,
MI1810090035CLNY1,CL,134,DCPA,A,0.0017,0.001,M,GT,,Q,,O,805,35,5,,,MI,0.0017,,,,
MI1810090035CLNY1,CL,910,"DDE p,p'",A,0.0059,0.001,M,GT,,,,O,805,35,NT,,,MI,0.0059,,,,
MI1810090056CLNY1,CL,B61,Pyraclostrobin,F,0.004,0.001,M,HR,,,,O,805,80,40,,,MI,0.004,,,,
MI1810090056CLNY1,CL,B48,Azoxystrobin,F,0.014,0.001,M,HR,,,,O,805,80,30,,,MI,0.014,,,,
MI1810090056CLNY1,CL,283,Metolachlor,A,0.0017,0.001,M,GT,,Q,,O,805,35,8,,,MI,0.0017,,,,
MI1810090095CLNY1,CL,134,DCPA,A,0.0017,0.001,M,GT,,Q,,O,805,35,5,,,MI,0.0017,,,,
MI1810090095CLNY1,CL,910,"DDE p,p'",A,0.0055,0.001,M,GT,,,,O,805,35,NT,,,MI,0.0055,,,,
MI1810090106CLNY1,CL,134,DCPA,A,0.0031,0.001,M,GT,,,,O,805,35,5,,,MI,0.0031,,,,
MI1810090106CLNY1,CL,910,"DDE p,p'",A,0.0057,0.001,M,GT,,,,O,805,35,NT,,,MI,0.0057,,,,
MI1810090007GKOH1,GK,597,Cypermethrin,O,2.7276,0.04,M,GT,,,,O,805,35,14,,,MI,2.7276,,,,
MI1810090007GKOH1,GK,930,Bifenthrin,O,0.0017,0.001,M,GT,,Q,,O,805,35,3.5,,,MI,0.0017,,,,
MI1810090007GKOH1,GK,AHT,Fluopicolide,A,0.027,0.002,M,LU,,,,O,805,52,18,,,MI,0.027,,,,
