Sample ID,Commod,Pesticide Code,Pesticide Name,Test Class,Concentration,LOD,pp_,Confirm 1,Confirm 2,Annotate,Quantitate,Mean,Extract,Determ,EPA Tolerance (ppm),,,Pesticide Data Table in 2022,,
CA2212270472TONY1,TO,B73,Fenazaquin,I,0.011,0.001,M,GT,CA,,,O,805,35,0.3,,CA,,,
CA2212270472TONY1,TO,B48,Azoxystrobin,F,0.011,0.001,M,HR,CA,,,O,805,80,0.2,,CA,,,
CA2212270595TONY1,TO,B16,Pyrimethanil,V,0.027,0.001,M,HR,CA,,,O,805,80,0.5,,CA,,,
CA2212270595TONY1,TO,B22,Cyprodinil,V,0.096,0.001,M,GT,CA,,,O,805,35,1.5,,CA,,,
CA2212270595TONY1,TO,B13,Chlorfenapyr,A,0.0037,0.0022,M,GT,CA,Q,,O,805,35,2,,CA,,,
CA2212270595TONY1,TO,537,Oxamyl,E,0.011,0.0018,M,HR,CA,,,O,805,80,2,,CA,,,
CA2212270604TONY1,TO,B61,Pyraclostrobin,F,0.0072,0.001,M,LU,CA,,,O,805,52,1.4,,CA,,,
CA2212270604TONY1,TO,967,Imidacloprid,A,0.015,0.001,M,LU,CA,,,O,805,52,1,,CA,,,
CA2212270604TONY1,TO,B75,Boscalid,A,0.0017,0.001,M,GT,CA,Q,,O,805,35,3,,CA,,,
CA2212270604TONY1,TO,AES,Methoxyfenozide,I,0.0017,0.001,M,LU,CA,Q,,O,805,52,2,,CA,,,
CA2212270604TONY1,TO,AKW,Fluxapyroxad,A,0.0083,0.001,M,LU,CA,,,O,805,52,0.7,,CA,,,
CA2212270661TONY1,TO,AKG,Fluopyram,A,0.0057,0.001,M,LU,CA,,,O,805,52,1,,CA,,,
CA2212270661TONY1,TO,967,Imidacloprid,A,0.018,0.001,M,LU,CA,,,O,805,52,1,,CA,,,
CA2212270661TONY1,TO,B61,Pyraclostrobin,F,0.0017,0.001,M,LU,CA,Q,,O,805,52,1.4,,CA,,,
CA2212270661TONY1,TO,AKW,Fluxapyroxad,A,0.0017,0.001,M,LU,CA,Q,,O,805,52,0.7,,CA,,,
CA2212270661TONY1,TO,AES,Methoxyfenozide,I,0.0017,0.001,M,LU,CA,Q,,O,805,52,2,,CA,,,
CA2212270001TONY1B,TO,AKW,Fluxapyroxad,A,0.0017,0.001,M,LU,CA,Q,,O,805,52,0.7,,CA,,,
CA2212270017TONY1A,TO,157,Thiabendazole,B,0.0017,0.001,M,HR,CA,QV,,O,805,80,NT,,CA,,,
CA2212270017TONY1B,TO,A58,Tebuconazole,L,0.003,0.001,M,HR,CA,,,O,805,80,1.3,,CA,,,
CA2212270114TONY1,TO,AKG,Fluopyram,A,0.004,0.001,M,HR,CA,,,O,805,80,1,,CA,,,
CA2212270150TONY1,TO,ANE,Flupyradifurone,I,0.012,0.003,M,LU,CA,,,O,805,52,1.5,,CA,,,
CA2212270156TONY1,TO,AKG,Fluopyram,A,0.0048,0.001,M,LU,CA,,,O,805,52,1,,CA,,,
CA2212270199TONY1,TO,AKD,Penthiopyrad,A,0.018,0.001,M,LU,CA,,,O,805,52,3,,CA,,,
CA2212270469TONY1,TO,967,Imidacloprid,A,0.014,0.001,M,HR,CA,,,O,805,80,1,,CA,,,
CA2212270472TONY1,TO,B23,Fludioxonil,A,0.01,0.006,M,GT,CA,Q,,O,805,35,5,,CA,,,
CA2212270595TONY1,TO,B23,Fludioxonil,A,0.045,0.006,M,GT,CA,,,O,805,35,5,,CA,,,
CA2212270604TONY1,TO,AKG,Fluopyram,A,0.0082,0.001,M,LU,CA,,,O,805,52,1,,CA,,,
CA2212270661TONY1,TO,ANE,Flupyradifurone,I,0.0069,0.003,M,LU,CA,,,O,805,52,1.5,,CA,,,
CA2212060434WMTX1U,WM,B80,Acetamiprid,A,0.0023,0.002,M,LU,CA,,,O,805,52,0.5,,CA,,,
CA2212060672WMTX1P,WM,967,Imidacloprid,A,0.017,0.01,M,LU,CA,,,O,805,52,0.5,,CA,,,
CA2212060434WMTX1U,WM,607,Metalaxyl/Mefenoxam,F,0.022,0.01,M,GT,CA,,,O,805,35,1,,CA,,,
CA2212190617GROH1,GR,679,Myclobutanil,L,0.0126,0.008,M,LU,CA,,,O,805,52,1,,CA,,,
CA2212190617GROH1,GR,B75,Boscalid,A,0.1807,0.005,M,LU,CA,,,O,805,52,5,,CA,,,
CA2212190621GROH1,GR,B58,Difenoconazole,L,0.0309,0.001,M,LU,CA,,,O,805,52,3,,CA,,,
CA2212190621GROH1,GR,B75,Boscalid,A,0.1508,0.005,M,LU,CA,,,O,805,52,5,,CA,,,
CA2212190627GROH1,GR,B58,Difenoconazole,L,0.0216,0.001,M,LU,CA,,,O,805,52,3,,CA,,,
CA2212190627GROH1,GR,B75,Boscalid,A,0.1412,0.005,M,LU,CA,,,O,805,52,5,,CA,,,
CA2212190627GROH1,GR,967,Imidacloprid,A,0.7091,0.02,M,LU,CA,,,O,805,52,1,,CA,,,
CA2212190638GROH1,GR,B58,Difenoconazole,L,0.0722,0.001,M,LU,CA,,,O,805,52,3,,CA,,,
CA2212190638GROH1,GR,B22,Cyprodinil,V,0.5543,0.005,M,LU,CA,,,O,805,52,3,,CA,,,
CA2212190638GROH1,GR,AJY,Spiroxamine,I,0.0018,0.001,M,LU,CA,,,O,805,52,1.0 IM,,CA,,,
CA2212190638GROH1,GR,ANF,Metrafenone,I,0.0053,0.005,M,LU,CA,,,O,805,52,4.5,,CA,,,
CA2212190638GROH1,GR,B23,Fludioxonil,A,0.1963,0.01,M,LU,CA,,,O,805,52,2,,CA,,,
CA2212190617GROH1,GR,AKG,Fluopyram,A,0.0012,0.001,M,LU,CA,,,O,805,52,2,,CA,,,
CA2212190621GROH1,GR,AKG,Fluopyram,A,0.0038,0.001,M,LU,CA,,,O,805,52,2,,CA,,,
CA2212190627GROH1,GR,B84,Etoxazole,F,0.005,0.001,M,LU,CA,,,O,805,52,0.5,,CA,,,
CA2212190638GROH1,GR,A58,Tebuconazole,L,0.1541,0.002,M,LU,CA,,,O,805,52,6,,CA,,,
CO2212190007CEFL1,CE,B79,Trifloxystrobin,F,0.0087,0.005,M,LU,CO,,,O,805,52,9,,CO,,,
CO2212190007CEFL1,CE,539,Permethrin Total,O,0.054,0.005,M,GT,CO,,,O,805,35,5,,CO,,,
CO2212190007CEFL1,CE,264,Propiconazole,L,0.012,0.01,M,LU,CO,,,O,805,52,5,,CO,,,
CO2212190007CEFL1,CE,AES,Methoxyfenozide,I,0.011,0.01,M,LU,CO,,,O,805,52,25,,CO,,,
CO2212190007CEFL1,CE,B48,Azoxystrobin,F,0.01,0.002,M,LU,CO,,,O,805,52,30,,CO,,,
CO2212270006GROH1,GR,B41,Fenhexamid,I,0.4846,0.01,M,LU,CO,,,O,805,52,4,,CO,,,
CO2212270006GROH1,GR,B22,Cyprodinil,V,0.2165,0.005,M,LU,CO,,,O,805,52,3,,CO,,,
CO2212270006GROH1,GR,B79,Trifloxystrobin,F,0.0048,0.001,M,LU,CO,,,O,805,52,2,,CO,,,
CO2212270006GROH1,GR,B23,Fludioxonil,A,0.0236,0.01,M,LU,CO,,,O,805,52,2,,CO,,,
CO2212270006GROH1,GR,679,Myclobutanil,L,0.0164,0.008,M,LU,CO,,,O,805,52,1,,CO,,,
CO2212270006GROH1,GR,B57,Quinoxyfen,I,0.0148,0.001,M,LU,CO,,,O,805,52,2,,CO,,,
CO2212270006GROH1,GR,B75,Boscalid,A,0.0708,0.005,M,LU,CO,,,O,805,52,5,,CO,,,
CO2212270006GROH1,GR,B80,Acetamiprid,A,0.0681,0.01,M,LU,CO,,,O,805,52,0.35,,CO,,,
CO2212270006GROH1,GR,781,Cyfluthrin,O,0.0574,0.012,M,GT,CO,,,O,805,35,1,,CO,,,
CO2212270006GROH1,GR,A58,Tebuconazole,L,0.0552,0.002,M,LU,CO,,,O,805,52,6,,CO,,,
CO2212270006GROH1,GR,AES,Methoxyfenozide,I,0.0463,0.001,M,LU,CO,,,O,805,52,1,,CO,,,
CO2212270006GROH1,GR,B61,Pyraclostrobin,F,0.0436,0.005,M,LU,CO,,,O,805,52,2,,CO,,,
CO2212270007GROH1,GR,B72,Tetraconazole,L,0.0381,0.004,M,LU,CO,,,O,805,52,0.2,,CO,,,
CO2212270007GROH1,GR,ANF,Metrafenone,I,0.0274,0.005,M,LU,CO,,,O,805,52,4.5,,CO,,,
CO2212270007GROH1,GR,G03,Pydiflumetofen,A,0.0103,0.01,M,LU,CO,,,O,805,52,1.5,,CO,,,
CO2212270007GROH1,GR,AKU,Cyflufenamid,I,0.0072,0.003,M,LU,CO,,,O,805,52,0.15,,CO,,,
CO2212270007GROH1,GR,B41,Fenhexamid,I,0.0161,0.01,M,LU,CO,,,O,805,52,4,,CO,,,
CO2212270006GROH1,GR,967,Imidacloprid,A,0.4992,0.02,M,LU,CO,,,O,805,52,1,,CO,,,
CO2212270007GROH1,GR,AES,Methoxyfenozide,I,0.045,0.001,M,LU,CO,,,O,805,52,1,,CO,,,
CO2212050009IGCA1,IG,930,Bifenthrin,O,0.0019,0.0013,M,GT,CO,,,O,805,35,0.6,,CO,,,
CO2212050007ISWA1,IS,B48,Azoxystrobin,F,0.0052,0.0015,M,LU,CO,,,O,805,52,8,,CO,,,
CO2212190007MUNY1,MU,157,Thiabendazole,B,0.008,0.003,M,HR,CO,,,O,805,80,40,,CO,,,
CO2212120006PEOH1,PE,B16,Pyrimethanil,V,0.7503,0.004,M,LU,CO,,,O,805,52,15,,CO,,,
CO2212120006PEOH1,PE,B80,Acetamiprid,A,0.2113,0.01,M,LU,CO,,,O,805,52,1,,CO,,,
CO2212120006PEOH1,PE,AGY,Spinetoram,I,0.0146,0.005,M,LU,CO,,,O,805,52,0.2,,CO,,,
CO2212120006PEOH1,PE,ANC,Tolfenpyrad,I,0.0144,0.003,M,LU,CO,,,O,805,52,1,,CO,,,
CO2212120009PEOH1,PE,967,Imidacloprid,A,0.0861,0.02,M,LU,CO,,,O,805,52,0.6,,CO,,,
CO2212120009PEOH1,PE,B23,Fludioxonil,A,0.2973,0.01,M,LU,CO,,,O,805,52,5,,CO,,,
CO2212120009PEOH1,PE,AFS,Fenpyroximate,F,0.0151,0.001,M,LU,CO,,,O,805,52,0.3,,CO,,,
CO2212120009PEOH1,PE,ANC,Tolfenpyrad,I,0.021,0.003,M,LU,CO,,,O,805,52,1,,CO,,,
CO2212120009PEOH1,PE,AFX,Novaluron,A,0.0185,0.005,M,LU,CO,,,O,805,52,3,,CO,,,
CO2212120006PEOH1,PE,B52,Buprofezin,F,0.0308,0.001,M,LU,CO,,,O,805,52,6,,CO,,,
CO2212120009PEOH1,PE,B80,Acetamiprid,A,0.1667,0.01,M,LU,CO,,,O,805,52,1,,CO,,,
CO2212120009POMI1,PO,114,Chlorpropham,E,4.5,0.005,M,GT,CO,,,O,805,35,30,,CO,,,
CO2212120009POMI1,PO,B58,Difenoconazole,L,0.03,0.005,M,LU,CO,,,O,805,52,4,,CO,,,
CO2212120006POMI1,PO,114,Chlorpropham,E,9.2,0.005,M,GT,CO,,,O,805,35,30,,CO,,,
CO2212120009POMI1,PO,B48,Azoxystrobin,F,0.029,0.01,M,LU,CO,,,O,805,52,8,,CO,,,
CO2212190007TOMI1,TO,AGG,Flonicamid,A,0.085,0.005,M,LU,CO,,,O,805,64,0.4,,CO,,,
CO2212190005MUNY1,MU,157,Thiabendazole,B,0.018,0.003,M,HR,CO,,,O,805,80,40,,CO,,,
CO2212050009IPNY1,IP,157,Thiabendazole,B,0.0017,0.001,M,LU,CO,Q,,O,805,52,10,,CO,,,
CO2212190005TOMI1,TO,B58,Difenoconazole,L,0.028,0.005,M,LU,CO,,,O,805,52,0.6,,CO,,,
CO2212190005TOMI1,TO,AFU,Propamocarb hydrochloride,E,0.47,0.005,M,LU,CO,,,O,805,64,4,,CO,,,
CO2212190005TOMI1,TO,AGG,Flonicamid,A,0.016,0.005,M,LU,CO,,,O,805,64,0.4,,CO,,,
CO2212190005TOMI1,TO,AFM,Flutriafol,L,0.011,0.005,M,GT,CO,,,O,805,35,1,,CO,,,
CO2212190005TOMI1,TO,B22,Cyprodinil,V,0.036,0.015,M,GT,CO,,P,O,805,35,1.5,,CO,,,
FL2212190009CEFL1,CE,B75,Boscalid,A,0.02,0.01,M,LU,FL,,,O,805,52,45,,FL,,,
FL2212190038CEFL1,CE,164,Chlorothalonil,A,0.11,0.005,M,GT,FL,,,O,805,35,15,,FL,,,
FL2212190058CEFL1,CE,539,Permethrin Total,O,0.14,0.005,M,GT,FL,,,O,805,35,5,,FL,,,
FL2212190079CEFL1,CE,B48,Azoxystrobin,F,0.0061,0.002,M,LU,FL,,,O,805,52,30,,FL,,,
FL2212200068CEFL1,CE,264,Propiconazole,L,0.072,0.01,M,LU,FL,,,O,805,52,5,,FL,,,
FL2212200091CEFL1,CE,539,Permethrin Total,O,0.13,0.005,M,GT,FL,,,O,805,35,5,,FL,,,
FL2212190009CEFL1,CE,264,Propiconazole,L,0.019,0.01,M,LU,FL,,,O,805,52,5,,FL,,,
FL2212190009CEFL1,CE,539,Permethrin Total,O,0.017,0.005,M,GT,FL,,,O,805,35,5,,FL,,,
FL2212190038CEFL1,CE,539,Permethrin Total,O,0.053,0.005,M,GT,FL,,,O,805,35,5,,FL,,,
FL2212190038CEFL1,CE,B48,Azoxystrobin,F,0.049,0.002,M,LU,FL,,,O,805,52,30,,FL,,,
FL2212190058CEFL1,CE,264,Propiconazole,L,0.011,0.01,M,LU,FL,,,O,805,52,5,,FL,,,
FL2212190058CEFL1,CE,AES,Methoxyfenozide,I,0.01,0.01,M,LU,FL,,,O,805,52,25,,FL,,,
FL2212190058CEFL1,CE,B79,Trifloxystrobin,F,0.024,0.005,M,LU,FL,,,O,805,52,9,,FL,,,
FL2212190079CEFL1,CE,264,Propiconazole,L,0.013,0.01,M,LU,FL,,,O,805,52,5,,FL,,,
FL2212190079CEFL1,CE,164,Chlorothalonil,A,0.035,0.005,M,GT,FL,,,O,805,35,15,,FL,,,
FL2212200068CEFL1,CE,B64,Fenamidone,A,0.013,0.01,M,LU,FL,,,O,805,52,60,,FL,,,
FL2212200068CEFL1,CE,AHM,Spirotetramat,I,0.011,0.01,M,LU,FL,,,O,805,52,9,,FL,,,
FL2212200091CEFL1,CE,AKD,Penthiopyrad,A,0.056,0.01,M,LU,FL,,,O,805,52,30,,FL,,,
FL2212200091CEFL1,CE,164,Chlorothalonil,A,0.045,0.005,M,GT,FL,,,O,805,35,15,,FL,,,
FL2212200091CEFL1,CE,264,Propiconazole,L,0.012,0.01,M,LU,FL,,,O,805,52,5,,FL,,,
FL2212200091CEFL1,CE,52,Malathion,C,0.035,0.01,M,LU,FL,,,O,805,52,8,,FL,,,
FL2212200091CEFL1,CE,129,Linuron,A,0.032,0.019,M,GT,FL,,,O,805,35,0.5 R,,FL,,,
FL2212270025GROH1P,GR,B22,Cyprodinil,V,0.594,0.005,M,LU,FL,,,O,805,52,3,,FL,,,
FL2212270025GROH1P,GR,AKG,Fluopyram,A,0.2407,0.001,M,LU,FL,,,O,805,52,2,,FL,,,
FL2212270025GROH1P,GR,AGW,Chlorantraniliprole,I,0.0123,0.008,M,LU,FL,,,O,805,52,2.5,,FL,,,
FL2212270025GROH1P,GR,B58,Difenoconazole,L,0.0115,0.001,M,LU,FL,,,O,805,52,3,,FL,,,
FL2212270025GROH1P,GR,AHM,Spirotetramat,I,0.0333,0.003,M,LU,FL,,,O,805,52,1.3,,FL,,,
FL2212270025GROH1P,GR,B79,Trifloxystrobin,F,0.0166,0.001,M,LU,FL,,,O,805,52,2,,FL,,,
FL2212270025GROH1P,GR,AES,Methoxyfenozide,I,0.049,0.001,M,LU,FL,,,O,805,52,1,,FL,,,
FL2212270065GROH1,GR,B22,Cyprodinil,V,0.1094,0.005,M,LU,FL,,,O,805,52,3,,FL,,,
FL2212270065GROH1,GR,B52,Buprofezin,F,0.0062,0.001,M,LU,FL,,,O,805,52,2.5 IT,,FL,,,
FL2212270065GROH1,GR,B23,Fludioxonil,A,0.0158,0.01,M,LU,FL,,,O,805,52,2,,FL,,,
FL2212270065GROH1,GR,B72,Tetraconazole,L,0.0111,0.004,M,LU,FL,,,O,805,52,0.2,,FL,,,
FL2212270065GROH1,GR,AKG,Fluopyram,A,0.009,0.001,M,LU,FL,,,O,805,52,2,,FL,,,
FL2212270065GROH1,GR,B41,Fenhexamid,I,0.0854,0.01,M,LU,FL,,,O,805,52,4,,FL,,,
FL2212270065GROH1,GR,B75,Boscalid,A,0.081,0.005,M,LU,FL,,,O,805,52,5,,FL,,,
FL2212270065GROH1,GR,B61,Pyraclostrobin,F,0.0497,0.005,M,LU,FL,,,O,805,52,2,,FL,,,
FL2212270080GROH1P,GR,B41,Fenhexamid,I,0.0654,0.01,M,LU,FL,,,O,805,52,4,,FL,,,
FL2212270080GROH1P,GR,B22,Cyprodinil,V,0.4348,0.005,M,LU,FL,,,O,805,52,3,,FL,,,
FL2212270080GROH1P,GR,AKG,Fluopyram,A,0.0222,0.001,M,LU,FL,,,O,805,52,2,,FL,,,
FL2212270080GROH1P,GR,G03,Pydiflumetofen,A,0.0177,0.01,M,LU,FL,,,O,805,52,1.5,,FL,,,
FL2212270083GROH1P,GR,AKU,Cyflufenamid,I,0.0042,0.003,M,LU,FL,,,O,805,52,0.15,,FL,,,
FL2212270083GROH1P,GR,B22,Cyprodinil,V,0.0468,0.005,M,LU,FL,,,O,805,52,3,,FL,,,
FL2212270094GROH1P,GR,B16,Pyrimethanil,V,0.0815,0.004,M,LU,FL,,,O,805,52,5,,FL,,,
FL2212270094GROH1P,GR,B22,Cyprodinil,V,0.2816,0.005,M,LU,FL,,,O,805,52,3,,FL,,,
FL2212270094GROH1P,GR,B57,Quinoxyfen,I,0.0016,0.001,M,LU,FL,,,O,805,52,2,,FL,,,
FL2212270094GROH1P,GR,AFM,Flutriafol,L,0.0077,0.002,M,LU,FL,,,O,805,52,1.5,,FL,,,
FL2212270094GROH1P,GR,B23,Fludioxonil,A,0.0289,0.01,M,LU,FL,,,O,805,52,2,,FL,,,
FL2212270094GROH1P,GR,B72,Tetraconazole,L,0.0287,0.004,M,LU,FL,,,O,805,52,0.2,,FL,,,
FL2212270094GROH1P,GR,ALS,Sulfoxaflor,F,0.0273,0.01,M,LU,FL,,,O,805,52,2,,FL,,,
FL2212270025GROH1P,GR,B16,Pyrimethanil,V,0.0404,0.004,M,LU,FL,,,O,805,52,5,,FL,,,
FL2212270065GROH1,GR,AEP,Clothianidin,F,0.1833,0.02,M,LU,FL,,,O,805,52,0.6,,FL,,,
FL2212270080GROH1P,GR,B23,Fludioxonil,A,0.0731,0.01,M,LU,FL,,,O,805,52,2,,FL,,,
FL2212270083GROH1P,GR,B72,Tetraconazole,L,0.0087,0.004,M,LU,FL,,,O,805,52,0.2,,FL,,,
FL2212270094GROH1P,GR,G03,Pydiflumetofen,A,0.144,0.01,M,LU,FL,,,O,805,52,1.5,,FL,,,
FL2212050085IGCA1P,IG,930,Bifenthrin,O,0.012,0.0013,M,GT,FL,,,O,805,35,0.6,,FL,,,
FL2212050086IGCA1P,IG,930,Bifenthrin,O,0.0084,0.0013,M,GT,FL,,,O,805,35,0.6,,FL,,,
FL2212050040IGCA1P,IG,930,Bifenthrin,O,0.0023,0.0013,M,GT,FL,,,O,805,35,0.6,,FL,,,
FL2212050057IGCA1P,IG,930,Bifenthrin,O,0.0021,0.0013,M,GT,FL,,,O,805,35,0.6,,FL,,,
FL2212050065IGCA1P,IG,930,Bifenthrin,O,0.0023,0.0013,M,GT,FL,,,O,805,35,0.6,,FL,,,
FL2212050074IGCA1P,IG,930,Bifenthrin,O,0.0022,0.0013,M,GT,FL,,,O,805,35,0.6,,FL,,,
FL2212050085IGCA1P,IG,666,Carbendazim (MBC),B,0.003,0.0013,M,LU,FL,,,O,805,52,2.0 TP,,FL,,,
FL2212050086IGCA1P,IG,666,Carbendazim (MBC),B,0.0017,0.0013,M,LU,FL,,,O,805,52,2.0 TP,,FL,,,
FL2212050040IPNY1P,IP,AES,Methoxyfenozide,I,0.0017,0.001,M,LU,FL,Q,,O,805,52,2,,FL,,,
FL2212050057IPNY1P,IP,AEP,Clothianidin,F,0.017,0.0015,M,LU,FL,,,O,805,52,1,,FL,,,
FL2212050065IPNY1P,IP,651,Diflubenzuron,A,0.0097,0.001,M,LU,FL,,,O,805,52,0.5,,FL,,,
FL2212050074IPNY1P,IP,651,Diflubenzuron,A,0.0032,0.001,M,LU,FL,,,O,805,52,0.5,,FL,,,
FL2212050079IPNY1P,IP,AGW,Chlorantraniliprole,I,0.0025,0.0015,M,LU,FL,Q,,O,805,52,1.2,,FL,,,
FL2212050085IPNY1P,IP,157,Thiabendazole,B,0.0084,0.001,M,LU,FL,,,O,805,52,10,,FL,,,
FL2212050086IPNY1P,IP,624,Tetrahydrophthalimide (THPI),A,0.2,0.012,M,GT,FL,,,O,805,35,25.0 TP,,FL,,,
FL2212050086ISWA1P,IS,B48,Azoxystrobin,F,0.002,0.0015,M,LU,FL,,,O,805,52,8,,FL,,,
FL2212190009MUNY1,MU,ANF,Metrafenone,I,0.007,0.001,M,HR,FL,,,O,805,80,0.5,,FL,,,
FL2212190038MUNY1,MU,222,Permethrin cis,O,0.0017,0.001,M,GT,FL,Q,,O,805,35,5,,FL,,,
FL2212190056MUNY1P,MU,ANF,Metrafenone,I,0.007,0.001,M,HR,FL,,,O,805,80,0.5,,FL,,,
FL2212190058MUNY1,MU,70,Piperonyl butoxide,I,0.0025,0.0015,M,GT,FL,Q,,O,805,35,10 FF,,FL,,,
FL2212190079MUNY1,MU,ANF,Metrafenone,I,0.026,0.001,M,HR,FL,,,O,805,80,0.5,,FL,,,
FL2212200068MUNY1,MU,157,Thiabendazole,B,0.006,0.003,M,HR,FL,,,O,805,80,40,,FL,,,
FL2212200091MUNY1,MU,ANF,Metrafenone,I,0.004,0.001,M,HR,FL,,,O,805,80,0.5,,FL,,,
FL2212270025PBCA1P,PB,70,Piperonyl butoxide,I,0.028,0.01,M,GT,FL,,,O,805,35,10 FF,,FL,,,
FL2212270040PBCA1,PB,70,Piperonyl butoxide,I,0.011,0.01,M,GT,FL,,,O,805,35,10 FF,,FL,,,
FL2212050040IPNY1P,IP,157,Thiabendazole,B,0.0017,0.001,M,LU,FL,Q,,O,805,52,10,,FL,,,
FL2212050040IPNY1P,IP,AGW,Chlorantraniliprole,I,0.0066,0.0015,M,LU,FL,,,O,805,52,1.2,,FL,,,
FL2212050057IPNY1P,IP,B79,Trifloxystrobin,F,0.0017,0.001,M,LU,FL,Q,,O,805,52,0.5,,FL,,,
FL2212050057IPNY1P,IP,157,Thiabendazole,B,0.0017,0.001,M,LU,FL,Q,,O,805,52,10,,FL,,,
FL2212050057IPNY1P,IP,AFX,Novaluron,A,0.0042,0.001,M,GT,FL,,,O,805,35,3,,FL,,,
FL2212050057IPNY1P,IP,666,Carbendazim (MBC),B,0.008,0.001,M,LU,FL,,,O,805,52,3.0 TP,,FL,,,
FL2212050057IPNY1P,IP,AGW,Chlorantraniliprole,I,0.0064,0.0015,M,LU,FL,,,O,805,52,1.2,,FL,,,
FL2212050057IPNY1P,IP,AEL,"Cyhalothrin, Total (Cyhalothrin-L + R157836 epimer)",O,0.005,0.003,M,GT,FL,Q,,O,805,35,0.3,,FL,,,
FL2212050057IPNY1P,IP,B80,Acetamiprid,A,0.0045,0.001,M,LU,FL,,,O,805,52,1,,FL,,,
FL2212050065IPNY1P,IP,AES,Methoxyfenozide,I,0.009,0.001,M,LU,FL,,,O,805,52,2,,FL,,,
FL2212050074IPNY1P,IP,AES,Methoxyfenozide,I,0.015,0.001,M,LU,FL,,,O,805,52,2,,FL,,,
FL2212050079IPNY1P,IP,AEP,Clothianidin,F,0.0025,0.0015,M,LU,FL,Q,,O,805,52,1,,FL,,,
FL2212050079IPNY1P,IP,AES,Methoxyfenozide,I,0.009,0.001,M,LU,FL,,,O,805,52,2,,FL,,,
FL2212050079IPNY1P,IP,651,Diflubenzuron,A,0.0038,0.001,M,LU,FL,,,O,805,52,0.5,,FL,,,
FL2212050085IPNY1P,IP,AKC,Ametoctradin,F,0.0051,0.001,M,LU,FL,V,,O,805,52,NT,,FL,,,
FL2212050085IPNY1P,IP,604,Imazalil,N,0.0051,0.001,M,LU,FL,V,,O,805,52,NT,,FL,,,
FL2212050085IPNY1P,IP,B58,Difenoconazole,L,0.0017,0.001,M,LU,FL,Q,,O,805,52,5,,FL,,,
FL2212050085IPNY1P,IP,B16,Pyrimethanil,V,0.0017,0.001,M,LU,FL,Q,,O,805,52,15,,FL,,,
FL2212050085IPNY1P,IP,A58,Tebuconazole,L,0.0017,0.001,M,LU,FL,Q,,O,805,52,1,,FL,,,
FL2212050085IPNY1P,IP,A30,Fenbuconazole,L,0.0017,0.001,M,LU,FL,QV,,O,805,52,NT,,FL,,,
FL2212050085IPNY1P,IP,666,Carbendazim (MBC),B,0.002,0.001,M,LU,FL,,,O,805,52,3.0 TP,,FL,,,
FL2212050085IPNY1P,IP,G21,Mefentrifluconazole,L,0.0017,0.001,M,LU,FL,Q,,O,805,52,1.5,,FL,,,
FL2212050086IPNY1P,IP,B23,Fludioxonil,A,0.1,0.006,M,GT,FL,,,O,805,35,5,,FL,,,
FL2212050086IPNY1P,IP,B16,Pyrimethanil,V,0.37,0.001,M,LU,FL,,,O,805,52,15,,FL,,,
FL2212050086IPNY1P,IP,B58,Difenoconazole,L,0.0017,0.001,M,LU,FL,Q,,O,805,52,5,,FL,,,
FL2212050086IPNY1P,IP,AGW,Chlorantraniliprole,I,0.0077,0.0015,M,LU,FL,,,O,805,52,1.2,,FL,,,
FL2212050086IPNY1P,IP,AEL,"Cyhalothrin, Total (Cyhalothrin-L + R157836 epimer)",O,0.005,0.003,M,GT,FL,Q,,O,805,35,0.3,,FL,,,
FL2212050086IPNY1P,IP,B24,Pyriproxyfen,F,0.0036,0.001,M,GT,FL,,,O,805,35,0.2,,FL,,,
FL2212050086IPNY1P,IP,B80,Acetamiprid,A,0.014,0.001,M,LU,FL,,,O,805,52,1,,FL,,,
FL2212190038MUNY1,MU,157,Thiabendazole,B,0.017,0.003,M,HR,FL,,,O,805,80,40,,FL,,,
FL2212190056MUNY1P,MU,157,Thiabendazole,B,0.005,0.003,M,HR,FL,,,O,805,80,40,,FL,,,
FL2212190058MUNY1,MU,ANF,Metrafenone,I,0.01,0.001,M,HR,FL,,,O,805,80,0.5,,FL,,,
FL2212190058MUNY1,MU,157,Thiabendazole,B,0.086,0.003,M,HR,FL,,,O,805,80,40,,FL,,,
FL2212200091MUNY1,MU,157,Thiabendazole,B,0.007,0.003,M,HR,FL,,,O,805,80,40,,FL,,,
FL2212120019PEOH1,PE,B23,Fludioxonil,A,0.0846,0.01,M,LU,FL,,,O,805,52,5,,FL,,,
FL2212120019PEOH1,PE,B52,Buprofezin,F,0.8987,0.001,M,LU,FL,,,O,805,52,6,,FL,,,
FL2212120019PEOH1,PE,AGY,Spinetoram,I,0.0096,0.005,M,LU,FL,,,O,805,52,0.2,,FL,,,
FL2212120019PEOH1,PE,ANC,Tolfenpyrad,I,0.0048,0.003,M,LU,FL,,,O,805,52,1,,FL,,,
FL2212120052PEOH1,PE,157,Thiabendazole,B,0.0658,0.002,M,LU,FL,,,O,805,52,10,,FL,,,
FL2212120052PEOH1,PE,B16,Pyrimethanil,V,1.1702,0.004,M,LU,FL,,,O,805,52,15,,FL,,,
FL2212120052PEOH1,PE,AGY,Spinetoram,I,0.0079,0.005,M,LU,FL,,,O,805,52,0.2,,FL,,,
FL2212120052PEOH1,PE,B85,Spirodiclofen,I,0.0063,0.004,M,LU,FL,,,O,805,52,0.8,,FL,,,
